,Project ID,Project Name,Project Type,Project Subtype,Country Name,Country Code (ISO3),Region,Decision to Build or FBC (YYYY),Completion/Opening (YYYY),Completion/Opening (DD/MM/YYYY),"Actual Cost, millions (local currency)","Currency, Year (Actual Cost)",Mainline Length (km),Number of Stations (Rail only)
1215,20364,Edmonton Metro Line,Rail,Light Rail,Canada,CAN,North America,,,9/1/2015,665.0,"CAD, 2012",3.3,3
1216,20365,Metro Line 9 -  Southern Segment to Airport,Rail,Metro,Spain,ESP,Europe,2002.0,2016,2/1/2016,2900.0,"EUR, 2016",16.9,15
1217,20366,Metro Line A,Rail,Metro,France,FRA,Europe,,,3/1/2002,527.17,"EUR, 2000",,
1218,20367,Metro Line B,Rail,Metro,France,FRA,Europe,,,9/1/2021,1194.0,"EUR, 2017",,
1219,20374,Millennium Line - Initial,Rail,Heavy Rail,Canada,CAN,North America,,,8/1/2002,1200.0,"CAD, 2001",20.5,10
1220,20375,Millennium Line Evergreen Extension SkyTrain,Rail,Heavy Rail,Canada,CAN,North America,,,12/1/2016,1431.0,"CAD, 2014",10.948,4
1221,20377,ML1 (Madrid),Rail,Light Rail,Spain,ESP,Europe,2004.0,2007,5/1/2007,277.0,"EUR, 2007",5.4,9
1222,20378,ML2 (Madrid),Rail,Light Rail,Spain,ESP,Europe,2004.0,2007,7/1/2007,283.0,"EUR, 2007",8.7,13
1223,20379,ML3 (Madrid),Rail,Light Rail,Spain,ESP,Europe,2004.0,2007,7/1/2007,286.0,"EUR, 2007",13.7,14
1224,20415,"Baoji - Lanzhou, 2001 - 2007",Rail,Conventional,China,CHN,Asia,2001.0,2007,12/31/2007,1333.0,"USD, 2007",482,
1225,20547,Nicolaisen Rail 01,Rail,Conventional,,,Europe,,1994.969082,,,,,
1226,20548,Nicolaisen Rail 02,Rail,Conventional,,,Europe,1989.978564,1999.931286,,,,,
1227,20549,Nicolaisen Rail 03,Rail,Conventional,,,Europe,1984.969358,2000.983722,,,,,
1228,20550,Nicolaisen Rail 05,Rail,Conventional,,,Europe,1974.994128,1978.98048,,,,15.1,
1229,20551,Nicolaisen Rail 07,Rail,Conventional,,,Europe,,1995.00164,,,,,
1230,20552,Nicolaisen Rail 08,Rail,Conventional,,,Europe,,1995.002608,,,,,
1231,20553,Nicolaisen Rail 10,Rail,Conventional,,,Europe,,1994.979234,,,,,
1232,20554,Nicolaisen Rail 11,Rail,Conventional,,,Europe,,1998.951608,,,,,
1233,20555,Nicolaisen Rail 12,Rail,Conventional,,,Europe,1989.978564,1999.945669,,,,,
1234,20556,Nicolaisen Rail 13,Rail,Conventional,,,Europe,1999.953794,2009.988278,,,,,
1235,20557,Nicolaisen Rail 14,Rail,Conventional,,,Europe,1991.964973,2002.983807,,,,,
1236,20558,Nicolaisen Rail 16,Rail,Conventional,,,Europe,,2002.985983,,,,,
1237,20559,Nicolaisen Rail 17,Rail,Conventional,,,Europe,,1994.989386,,,,,
1238,20560,Nicolaisen Rail 19,Rail,Conventional,,,Europe,1990.971769,1998.960431,,,,,
1239,20561,Nicolaisen Rail 21,Rail,Conventional,,,Europe,1996.97418,2001.999295,,,,,
1240,20562,Nicolaisen Rail 22,Rail,Conventional,,,Europe,1986.99895,1996.981616,,,,,
1241,20563,Nicolaisen Rail 24,Rail,Conventional,,,Europe,2000.990181,2002.997223,,,,,
1242,20564,Nicolaisen Rail 25,Rail,Conventional,,,Europe,1990.971769,1998.971429,,,,,
1243,20565,Nicolaisen Rail 26,Rail,Conventional,,,Europe,,2001.015386,,,,,
1244,20566,Nicolaisen Rail 27,Rail,Conventional,,,Europe,2001.983386,2010.005682,,,,,
1245,20567,Nicolaisen Rail 28,Rail,Conventional,,,Europe,1992.008156,1996.990076,,,,,
1246,20568,Nicolaisen Rail 29,Rail,Conventional,,,Europe,1996.97418,2003.003024,,,,,
1247,20569,Nicolaisen Rail 30,Rail,Conventional,,,Europe,1996.97418,2010.021272,,,,,
1248,20570,Nicolaisen Rail 31,Rail,Conventional,,,Europe,1993.994566,2006.000434,,,,,
1249,20581,Northeast LRT Extension to Saddle Ridge,Rail,Light Rail,Canada,CAN,North America,,,8/1/2012,124.0,"CAD, 2011",2.9,2
1250,20584,North-South Line,Rail,Metro,Netherlands,NLD,Europe,2002.0,2018,7/1/2018,3100.0,"EUR, 2018",9.8,8
1251,20586,Northwest Extension Phase 1,Rail,Light Rail,United States of America,USA,North America,,,3/1/2016,327.0,"USD, 2015",5.152,3
1252,20587,Northwest LRT Extension to Rocky Ridge/Tuscany,Rail,Light Rail,Canada,CAN,North America,,,8/1/2014,114.0,"CAD, 2012",2.25,1
1253,20588,Nottingham Tram Line 1,Rail,Light Rail,United Kingdom,GBR,Europe,,,3/1/2004,180.0,"GBP, 2002",14,23
1254,20589,Nottingham Tram Line 2,Rail,Light Rail,United Kingdom,GBR,Europe,2009.0,2015,8/1/2015,570.0,"GBP, 2014",18,28
1255,20599,Orange Line light rail,Rail,Light Rail,United States of America,USA,North America,,,9/1/2015,1495.0,"USD, 2013",11.74,10
1256,20600,Orange Line Phase 1 to Irving,Rail,Light Rail,United States of America,USA,North America,,,7/1/2012,500.0,"USD, 2011",8.694,3
1257,20601,Orange Line Phase 2 to Belt Line,Rail,Light Rail,United States of America,USA,North America,,,12/1/2012,400.0,"USD, 2011",6.279,2
1258,20602,Orange Line Phase 3 to DFW,Rail,Light Rail,United States of America,USA,North America,,,8/1/2014,397.0,"USD, 2013",7.567,1
1259,20613,Parla Tram,Rail,Light Rail,Spain,ESP,Europe,2005.0,2008,5/1/2008,140.0,"EUR, 2007",8.4,15
1260,20670,"Portland LRT, 1978-1987",Rail,Light rail,United States of America,USA,North America,1978.0,1987,1/1/1987,266.0,"USD, 1988",15.1,24
1261,20687,Purple Line,Rail,Light Rail,United States of America,USA,North America,,,5/1/2015,823.0,"USD, 2012",10.78,11
1262,20696,R Line,Rail,,United States of America,USA,North America,,,2/1/2017,654.0,"USD, 2015",16.905,8
1263,20701,Railway VI (Beijing - Zhengzhou and Chengdu - Kunming),Rail,Passenger and freight,China,CHN,Asia,1993.0,1999,6/1/1999,1473.0,"USD, 2001",,
1264,20757,Red (B) Line Phase 2A and 2B,Rail,,United States of America,USA,North America,,,6/1/1999,1687.0,"USD, 1994",10.7,8
1265,20758,Red (B) Line Phase 3,Rail,,United States of America,USA,North America,,,6/1/2000,1240.0,"USD, 1997",10.4,3
1266,20759,Red Line (Mid-Jordan Extension),Rail,,United States of America,USA,North America,,,8/1/2011,481.0,"USD, 2010",17.066,9
1267,20760,Red Line Extension,Rail,,United States of America,USA,North America,,,12/1/2013,756.0,"USD, 2011",8.53,8
1268,20761,Red Line Wheaton to Glenmont,Rail,,United States of America,USA,North America,,,7/1/1998,243.809042,"USD, 1996",2.533920455,1
1269,20880,Riverfront Green Line,Rail,Light Rail,United States of America,USA,North America,,,6/1/2012,44.0,"USD, 2011",1.61,2
1270,20908,Sabadell tunnel,Rail,Metro,Spain,ESP,Europe,2007.0,2017,7/1/2017,430.0,"EUR, 2012",4.4,4
1271,20920,"San Francisco BART to SFO Extension, FTA 2008, 1995-2003, DOUBLET (other rejected)",Rail,Heavy Rail,United States of America,USA,North America,1995.0,2003,6/1/2003,1551.6,"USD, 2004",14,4
1272,20923,"San Juan Tren Urbano, Puerto Rico, FTA 2008, 1995-2005, DOUBLET (other datapoint rejected)",Rail,Heavy Rail,United States of America,USA,North America,,,6/1/2005,2228.4,"USD, 2001",17.06,16
1273,20950,Second Avenue Phase 1,Rail,Heavy Rail,United States of America,USA,North America,,,1/1/2017,4900.0,"USD, 2012",2.7,3
1274,20956,Second National Railways Project (Zhe Gan Line) ,Rail,Highspeed,China,CHN,Asia,2004.0,2008,1/31/2008,1848.0,"USD, 2008",942,
1275,20957,Second Railway Project,Rail,Conventional,China,CHN,Asia,1985.0,1994,6/1/1994,546.0,"USD, 1994",,
1276,20966,Sevilla Tram,Rail,Light Rail,Spain,ESP,Europe,2006.0,2007,10/1/2007,53.0,"EUR, 2007",2.2,5
1277,20974,Shenmu-Yanan Railway Project ,Rail,Conventional,China,CHN,Asia,1999.0,2003,3/15/2003,5813.5,"CNY, 1997",382,21
1278,20978,ShiZheng Railway,Rail,Highspeed,China,CHN,Asia,2008.0,2015,11/30/2015,5197.0,"USD, 2012",355,6
1279,20984,Silver Line phase 1,Rail,Heavy Rail,United States of America,USA,North America,,,7/1/2014,2982.0,"USD, 2012",18.83,5
1280,21000,South Corridor/Portland Mall MAX,Rail,Light Rail,United States of America,USA,North America,,,9/1/2009,559.0,"USD, 2008",13.47582197,20
1281,21001,South Oak Cliff/UNT Blue Line Extension,Rail,Light Rail,United States of America,USA,North America,,,10/1/2016,195.0,"USD, 2015",4.186,2
1282,21002,Southeast Extension,Rail,Light Rail,United States of America,USA,North America,,,5/1/2019,209.0,"USD, 2018",3.703,3
1283,21004,Southern NJ Light Rail Transit System,Rail,Light Rail,United States of America,USA,North America,,,3/1/2004,699.0,"USD, 2002",45.09143466,21
1284,21071,Terrassa tunnel,Rail,Metro,Spain,ESP,Europe,2008.0,2015,7/1/2015,401.0,"EUR, 2012",4.5,3
1285,21082,"Third National Railway Project (Chongqing-Guiyang
and Yingtan-Xiamen)",Rail,Conventional,China,CHN,Asia,2005.0,2013,6/30/2013,1640.0,"USD, 2013",,16
1286,21083,Yingtan-Xiamen,Rail,Conventional,China,CHN,Asia,1986.0,1995,4/1/1995,676.0,"USD, 1995",,
1287,21102,Tram 3a - initial,Rail,Light Rail,France,FRA,Europe,,,12/1/2006,312.0,"EUR, 2005",,
1288,21108,Tram Line 11 (Barcelona),Rail,Light Rail,Spain,ESP,Europe,2001.0,2003,12/1/2003,84.0,"EUR, 2002",2.3,5
1289,21112,"Trambaix Network (T1, T2, and T3 Lines)",Rail,Light Rail,Spain,ESP,Europe,2001.0,2007,4/1/2007,301.0,"EUR, 2007",15.1,29
1290,21113,"Trambesos Network (T4, T5, and T6 Lines) - Barcelona",Rail,Light Rail,Spain,ESP,Europe,2003.0,2008,6/1/2008,277.0,"EUR, 2006",14,27
1291,21174,"Tyne and Wear Metro (Initial Phase, 1991 Extension, and 2002 Extension)",Rail,Light Rail,United Kingdom,GBR,Europe,,,,397.0,"GBP, 1991",77,57
1292,21181,U-Link,Rail,Light Rail,United States of America,USA,North America,,,3/1/2016,1756.0,"USD, 2013",5.1,2
1293,21247,Vitoria Tram,Rail,Light Rail,Spain,ESP,Europe,2006.0,2008,12/1/2008,100.0,"EUR, 2007",7.2,18
1294,21249,W Line,Rail,Light Rail,United States of America,USA,North America,,,4/1/2013,735.0,"USD, 2010",19.481,12
1295,21277,Yichang–Wanzhou Railway Project ,Rail,Conventional,China,CHN,Asia,2004.0,2011,12/1/2011,4125.0,"USD, 2011",377,
1296,21284,Zaragoza Tram,Rail,Light Rail,Spain,ESP,Europe,2009.0,2011,4/1/2011,400.0,"EUR, 2011",12.8,25
1297,21286,Zhengzhou‒Xi’an Railway Project,Rail,Highspeed,China,CHN,Asia,2006.0,2014,12/11/2014,6899.0,"USD, 2014",459,9
1298,21828,"Alvkarleby-Bomansberget, 2005",Rail,Conventional,Sweden,SWE,Europe,1994.0,,,,,,
1299,21829,"Attarp onnestad, 2005, 2005",Rail,Conventional,Sweden,SWE,Europe,1998.0,,,,,,
1300,21830,"Bergen line Finse, upgrading",Rail,Conventional,Norway,NOR,Europe,,1999,,,,,
1301,21831,"BorlŠnge-LŒngsele, 2007",Rail,Conventional,Sweden,SWE,Europe,1998.0,,,,,,
1302,21833,"Edange, 2005",Rail,Conventional,Sweden,SWE,Europe,1994.0,,,,,,
1303,21834,"Gavle-ostersund, 2007",Rail,Conventional,Sweden,SWE,Europe,1994.0,,,,,,
1304,21835,Gršdingebanan,Rail,Conventional,Sweden,SWE,Europe,1982.0,1994,,,,,
1305,21836,HolmŒn banan,Rail,Conventional,Sweden,SWE,Europe,,1994,,,,,
1306,21838,"Kavlinge–Lund, 2005",Rail,Conventional,Sweden,SWE,Europe,1994.0,2005,,,,,
1307,21839,Kuala Lumpur KTM Komuter,Rail,Commuter rail,Malaysia,MYS,Asia,,1995,,,,,
1308,21840,"LekarekulleÐFrillesŒs, 2005",Rail,Conventional,Sweden,SWE,Europe,1994.0,2005,,,,,
1309,21844,"Oxnered-Trollhattan, 2006",Rail,Conventional,Sweden,SWE,Europe,1994.0,2006,,,,,
1310,21845,"Oxnered, 2005",Rail,Conventional,Sweden,SWE,Europe,1998.0,,,,,,
1311,21846,Paris-Charles de Gaulle - RER B (110930 cantarelli em flyvbjerg),Rail,Metro,France,FRA,Europe,,1981,,,,16.09,
1312,21847,RP2 KallhŠll KungsŠngen,Rail,Conventional,Sweden,SWE,Europe,1990.0,2003,,,,7,
1313,21848,RP4 Degeršn Stenstorp,Rail,Conventional,Sweden,SWE,Europe,1993.0,2001,,,,15,
1314,21849,Seoul Incheon (110930 cantarelli em flyvbjerg),Rail,Conventional,Republic of Korea,KOR,Asia,1997.0,2007,,,,37.6,
1315,21850,"South West Corridor Railway, Perth, Australia",Rail,Conventional,Australia,AUS,Australia,,2007,,,,70.1,
1316,21851,"Sthlm S–Arstaberg, 2005",Rail,Conventional,Sweden,SWE,Europe,1994.0,2005,,,,,
1317,21852,"ToreboÐHedberg, 2008",Rail,Conventional,Sweden,SWE,Europe,1998.0,2008,,,,,
1318,21853,"Unterinntalbahn, Austria (completion expected in 2012)",Rail,Highspeed,Austria,AUT,Europe,2002.0,,,,,40,
1319,21854,"Vannas–Bastutrask, 2008",Rail,Conventional,Sweden,SWE,Europe,2004.0,2008,,,,1,
1320,21855,"Varnamo - Alvesta, 2007",Rail,Conventional,Sweden,SWE,Europe,1998.0,,,,,,
1321,21856,Vastkystrail Hamra BreŒs,Rail,Conventional,Sweden,SWE,Europe,1990.0,1993,,,,,
1322,21859,"HSR Est (East), second stage",Rail,Highspeed,France,FRA,Europe,2009.0,2016,,,,106,
1323,21860,"HSR Madrid-Barcelona- French Frontier (Figueres), 1988 - 2008/2012

",Rail,Highspeed,Spain,ESP,Europe,1988.0,2012,,,,804,
1324,21862,HSR Perpignan to Figueres,Rail,Highspeed,France,FRA,Europe,,,,,,44.4,
1325,21865,RP1 TŒngaberg Varberg,Rail,Conventional,Sweden,SWE,Europe,1990.0,1998,,,,6.4,
1326,21866,RP3 Sšderhamn EnŒnger,Rail,Conventional,Sweden,SWE,Europe,1993.0,2000,,,,30,
1327,21867,Shinkansen Kyushu north,Rail,Highspeed,Japan,JPN,Asia,,2011,,,,130,
1328,21869,"Attiko metro, Athens",Rail,Metro,Greece,GRC,Europe,1985.0,2003,,,,17.6,
1329,21870,"Bergen bybane, stage 1, downtown-Nesttun",Rail,Light rail,Norway,NOR,Europe,,2010,,,,9.8,
1330,21871,Bilbao metro - Line 1 extension: Casco Viejo - Bolueta,Rail,Metro,Spain,ESP,Europe,1987.0,1997,,,,31,
1331,21872,Bilbao metro - Line 1: Casco Viejo-Plentzia,Rail,Metro,Spain,ESP,Europe,1987.0,1995,,,,31,
1332,21873,Bilbao metro - Line 2 extension: Portugalete - Pe–ota - Santurtzi,Rail,Metro,Spain,ESP,Europe,1987.0,2004,,,,1.7,
1333,21874,Bilbao metro - Line 2 extension: Sestao - Portugalete,Rail,Metro,Spain,ESP,Europe,1987.0,2007,,,,1.9,
1334,21875,Bilbao metro - Line 2 extension: Urbinaga - Sestao,Rail,Metro,Spain,ESP,Europe,1987.0,2005,,,,1,
1335,21876,Bilbao tram - Line A extension: San Marmes - Basurto Hospital,Rail,light rail,Spain,ESP,Europe,,2004,,,,0.55,
1336,21877,Bilbao tram - Line A: Uribitarte - San Marmes,Rail,light rail,Spain,ESP,Europe,,2003,,,,,
1337,21884,"Kuala Lumpur Monorail, 2003",Rail,Metro,Malaysia,MYS,Asia,,2003,8/31/2003,,,8.6,11
1338,21887,"Manchester Metrolink, phase 1",Rail,Light Rail,United Kingdom,GBR,Europe,1989.0,1992,4/6/1992,145.0,GBP 1992,31,20
1339,21888,"Manchester Metrolink, phase 2",Rail,Light Rail,United Kingdom,GBR,Europe,1996.0,2000,1/9/2000,160.0,GBP 2000,8.2,
1340,21889,Mexico city metro line 1,Rail,Metro,Mexico,MEX,South America,1967.0,1970,,,,,
1341,21890,"Mexico City Metro line 2, Tasque–a to Cuatro Caminos",Rail,Metro,Mexico,MEX,South America,1967.0,1970,,,,23.4,
1342,21891,"Mexico City Metro Line 4, Mart’n Carrera to Santa Anita",Rail,Metro,Mexico,MEX,South America,1980.0,1981,8/29/1981,,,10.7,10
1343,21902,"Santiago metro, Line 5 extension, na-2000",Rail,Conventional,Chile,CHL,South America,,,4/5/1997,,,29,30
1344,21903,Singapore metro - Circle Line,Rail,Metro,Singapore,SGP,Asia,,2009,,,,35.7,
1345,21906,"Sydney airport link, 2000",Rail,Conventional,Australia,AUS,Australia,,2000,,,,10,
1346,22058,Newcastle Light Rail,Rail,Light Rail,Australia,AUS,Oceania,,,2/1/2019,368.0,AUD 2017,2.7,6
1347,22059,Mernda Rail Extension,Rail,Heavy Rail,Australia,AUS,Oceania,,,9/1/2018,555.0,AUD 2018,8,3
1348,22060,Gawler Extension,Rail,Heavy Rail,Australia,AUS,Oceania,,,6/1/2022,842.0,AUD 2022,20,
1349,22061,Moretan Bay Extension,Rail,Heavy Rail,Australia,AUS,Oceania,,,10/1/2016,1300.0,AUD 2016,12,
1350,22062,Forrestfield Extension,Rail,Heavy Rail,Australia,AUS,Oceania,,,10/9/2022,1860.0,AUD 2022,9,3
1351,22063,South West Rail Link,Rail,Heavy Rail,Australia,AUS,Oceania,,,10/1/2016,1800.0,AUD 2016,11,3
1352,22064,Regional Rail Link,Rail,City line,Australia,AUS,Oceania,,,6/1/2015,3650.0,AUD 2015,48,2
1353,22065,LXRA,Rail,Level Crossing,Australia,AUS,Oceania,,,,8300.0,AUD 2017,,
1354,22067,Sydney Light Rail,Rail,Light Rail,Australia,AUS,Oceania,,,8/31/1997,3147.0,AUD 2020,25,42
1355,22068,Inner West Extension,Rail,Light Rail,Australia,AUS,Oceania,,,3/1/2014,176.0,AUD 2014,6,9
1356,22071,South Morang Extention,Rail,Heavy Rail,Australia,AUS,Oceania,,,4/1/2012,650.0,AUD 2012,8,3
1357,22072,Parrramatta LRT,Rail,Light Rail,Australia,AUS,Oceania,,,5/1/2024,3500.0,AUD 2022,12,16
1358,22073,Gold Coast LRT - 3A,Rail,Light Rail,Australia,AUS,Oceania,,,,1200.0,AUD 2022,7,8
1359,22074,Gold Coast LRT - 2,Rail,Light Rail,Australia,AUS,Oceania,,,12/1/2017,420.0,AUD 2016,7,3
1360,22075,Hurstbridge Line Upgrade,Rail,Heavy Rail,Australia,AUS,Oceania,,,,603.0,AUD 2021,5,2
1361,22076,Shepperaton Upgrade,Rail,Heavy Rail,Australia,AUS,Oceania,,,,747.0,AUD 2022,251,
1362,22077,Flinders Link,Rail,Heavy Rail,Australia,AUS,Oceania,,,12/5/2020,141.0,AUD 2020,0.65,1
1363,22078,Sydney Metro NWRL,Rail,Heavy Rail,Australia,AUS,Oceania,,,5/1/2019,7300.0,AUD 2019,36,8
1364,22079,Cross River Rail,Rail,Heavy Rail,Australia,AUS,Oceania,,,,6900.0,AUD 2019,10,
1365,22081,Sunbury Electrification,Rail,Heavy Rail,Australia,AUS,Oceania,,,,270.0,AUD 2012,40,
1366,22082,Yanchep Extension,Rail,Heavy Rail,Australia,AUS,Oceania,,,,607.0,AUD 2022,15,3
1367,22083,Byford Extension,Rail,Heavy Rail,Australia,AUS,Oceania,,,,707.0,AUD 2022,8,1
